# HelioClim-3 Archive Database of Solar Irradiance v5 (derived from satellite data) and meteorological data (MERRA-2/NASA and GFS/NCEP),,,,
# Provider;MINES ParisTech / Armines / Transvalor (France), National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center and National Centers for Environmental Prediction (NCEP),,,
# More information at;http://www.soda-pro.com, http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2 and http://www.emc.ncep.noaa.gov/GFS/doc.php,,,
# Site latitude (positive means North);0.329,,,,
# Site longitude (positive means East);32.499,,,,
# Elevation (m);1224,,,,
# Date beginning;2005-01-01,,,,
# Date end;2005-12-31,,,,
# Meteo Data;MERRA-2 data from 2005-01-01 to 2005-12-31 / no GFS data for this period,,,,
# Time reference (hour);UT,,,,
# Summarization (period of integration);Hour (h),,,,
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization,,,,
# Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM),,,
# Calibration;None,,,,
# Minimum Sun Elevation;12,,,,
,,,,
# Columns:,,,,
# Irradiation (Wh/m2);Irradiation over the period (-999 if no data),,,,
# Clear-Sky (Wh/m2);Irradiation over the period if the sky were clear,,,,
# Top of Atmosphere (Wh/m2);Irradiation over the period at the top of the atmosphere (extraterrestrial),,,,
# Code;0: no data, 1: sun below horizon, 2: satellite assessment, 5: interpolation in time, 6: forecast
# Temperature (K);Temperature at 2 m above ground,,,,
# Relative humidity (%);Relative humidity at 2 m above ground,,,,
# Pressure (hPa);Pressure at ground level,,,,
# Wind speed (m/s);Wind speed at 10 m above ground,,,,
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...),,,
# Rainfall (kg/m2);Rainfall (= rain depth in mm),,,,
# Snowfall (kg/m2);Snowfall,,,,
# Snow depth (m);Snow depth,,,,
,,,,
# Irradiation values from HelioClim-3 and meteorological data (MERRA-2 and GFS),,,,
# Date;Time;Global Horiz;Clear-Sky;Top of Atmosphere;Code;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth,,,,
2005-06-16;07:00;522;528;778;2;299.58;57.46;887.44;4.38;160.66;0.311230;0.000000;0.000000,,,,
2005-06-16;08:00;692;713;992;2;300.43;53.60;887.23;5.23;157.97;0.269357;0.000000;0.000000,,,,
2005-06-16;09:00;779;842;1140;2;300.89;51.11;886.78;5.75;157.12;0.279849;0.000000;0.000000,,,,
2005-06-16;10:00;837;904;1209;2;301.03;49.79;886.27;6.13;157.42;0.304313;0.000000;0.000000,,,,
2005-06-16;11:00;854;891;1197;2;300.62;50.41;885.78;6.36;158.46;0.234510;0.000000;0.000000,,,,
2005-06-16;12:00;796;807;1103;2;300.40;50.80;885.28;6.33;160.03;0.171172;0.000000;0.000000,,,,
2005-06-16;13:00;652;659;934;2;300.20;50.84;884.88;6.07;162.74;0.106086;0.000000;0.000000,,,,
2005-06-16;14:00;451;460;702;2;299.86;51.22;884.76;5.66;166.25;0.048431;0.000000;0.000000,,,,
2005-06-16;15:00;214;233;422;2;299.11;53.32;885.03;4.99;169.62;0.004760;0.000000;0.000000,,,,
2005-06-16;16:00;33;44;117;5;297.23;63.22;885.46;3.30;173.48;0.000664;0.000000;0.000000,,,,
2005-06-16;17:00;0;0;0;1;295.58;72.41;885.84;2.84;177.51;0.000140;0.000000;0.000000,,,,
2005-06-16;18:00;0;0;0;1;295.21;74.00;886.26;2.68;180.51;0.000146;0.000000;0.000000,,,,
2005-06-16;19:00;0;0;0;1;295.11;74.15;886.64;2.42;185.27;0.000374;0.000000;0.000000,,,,
2005-06-16;20:00;0;0;0;1;295.36;71.75;886.83;1.90;195.75;0.002229;0.000000;0.000000,,,,
2005-06-16;21:00;0;0;0;1;295.60;69.42;886.78;1.16;222.95;0.003088;0.000000;0.000000,,,,
2005-06-16;22:00;0;0;0;1;295.24;70.80;886.50;0.91;279.31;0.002935;0.000000;0.000000,,,,
2005-06-16;23:00;0;0;0;1;294.64;73.49;885.99;1.08;311.92;0.003439;0.000000;0.000000,,,,
2005-06-16;24:00;0;0;0;1;294.24;75.53;885.53;1.01;328.86;0.017836;0.000000;0.000000,,,,
2005-06-17;01:00;0;0;0;1;293.93;77.14;885.38;0.73;356.09;0.049102;0.000000;0.000000,,,,
2005-06-17;02:00;0;0;0;1;293.62;79.00;885.52;0.75;54.24;0.108269;0.000000;0.000000,,,,
2005-06-17;03:00;0;0;0;1;293.25;81.71;885.91;1.42;89.66;0.199721;0.000000;0.000000,,,,
2005-06-17;04:00;1;1;4;5;292.86;84.69;886.45;2.06;98.63;0.335459;0.000000;0.000000,,,,
2005-06-17;05:00;66;85;208;2;293.64;84.01;887.07;2.29;102.29;0.459339;0.000000;0.000000,,,,
2005-06-17;06:00;263;291;510;2;295.13;77.86;887.75;2.80;106.29;0.665433;0.000000;0.000000,,,,
2005-06-17;07:00;314;512;777;2;296.23;72.86;888.04;3.26;116.22;1.043941;0.000000;0.000000,,,,
2005-06-17;08:00;545;699;992;2;296.87;69.18;888.03;3.91;124.03;1.219976;0.000000;0.000000,,,,
2005-06-17;09:00;775;829;1139;2;297.54;65.69;887.82;4.45;128.44;1.480431;0.000000;0.000000,,,,
2005-06-17;10:00;696;892;1209;2;297.69;63.98;887.54;4.79;130.96;1.598956;0.000000;0.000000,,,,
2005-06-17;11:00;534;884;1197;2;297.29;65.02;887.24;4.70;131.08;1.481421;0.000000;0.000000,,,,
2005-06-17;12:00;632;803;1103;2;296.75;66.88;886.88;4.35;131.02;1.054166;0.000000;0.000000,,,,
2005-06-17;13:00;432;657;934;2;296.28;68.34;886.56;3.89;132.36;0.481791;0.000000;0.000000,,,,
2005-06-17;14:00;417;459;702;2;295.90;69.53;886.47;3.23;133.32;0.156844;0.000000;0.000000,,,,
2005-06-17;15:00;144;234;422;2;295.45;72.43;886.58;2.09;134.44;0.071948;0.000000;0.000000,,,,
2005-06-17;16:00;29;44;117;5;294.65;78.66;886.84;1.19;134.77;0.073809;0.000000;0.000000,,,,
2005-06-17;17:00;0;0;0;1;294.35;76.72;887.05;0.68;124.23;0.071201;0.000000;0.000000,,,,
2005-06-17;18:00;0;0;0;1;294.37;75.34;887.44;0.37;60.49;0.077234;0.000000;0.000000,,,,
2005-06-17;19:00;0;0;0;1;294.18;75.94;887.85;0.70;15.83;0.058530;0.000000;0.000000,,,,
2005-06-17;20:00;0;0;0;1;293.90;77.02;887.96;1.02;7.65;0.017629;0.000000;0.000000,,,,
2005-06-17;21:00;0;0;0;1;293.68;77.20;887.71;1.20;11.67;0.002151;0.000000;0.000000,,,,
2005-06-17;22:00;0;0;0;1;293.38;77.44;887.21;1.28;22.91;0.001226;0.000000;0.000000,,,,
2005-06-17;23:00;0;0;0;1;292.95;78.63;886.66;1.34;36.91;0.001864;0.000000;0.000000,,,,
2005-06-17;24:00;0;0;0;1;292.53;80.00;886.25;1.47;50.75;0.006474;0.000000;0.000000,,,,
2005-06-18;01:00;0;0;0;1;292.22;81.60;886.18;1.61;60.95;0.014437;0.000000;0.000000,,,,
2005-06-18;02:00;0;0;0;1;292.04;83.09;886.52;1.70;68.73;0.031543;0.000000;0.000000,,,,
2005-06-18;03:00;0;0;0;1;292.06;83.87;887.06;1.65;77.59;0.064986;0.000000;0.000000,,,,
2005-06-18;04:00;0;1;4;5;292.11;84.46;887.59;1.47;89.98;0.093306;0.000000;0.000000,,,,
2005-06-18;05:00;22;83;208;2;292.84;84.31;888.25;1.21;108.71;0.128627;0.000000;0.000000,,,,
2005-06-18;06:00;96;285;510;2;294.24;78.01;888.93;1.20;127.81;0.216124;0.000000;0.000000,,,,
2005-06-18;07:00;154;506;777;2;296.05;67.52;889.15;1.15;142.19;0.398978;0.000000;0.000000,,,,
2005-06-18;08:00;200;695;992;2;297.83;58.95;888.92;1.25;161.12;0.533498;0.000000;0.000000,,,,
2005-06-18;09:00;342;828;1139;2;299.01;54.71;888.30;1.77;173.67;0.681774;0.000000;0.000000,,,,
2005-06-18;10:00;410;892;1209;2;299.54;53.34;887.59;2.45;175.95;0.864060;0.000000;0.000000,,,,
2005-06-18;11:00;430;883;1196;2;299.29;54.53;886.93;3.23;171.57;1.062771;0.000000;0.000000,,,,
2005-06-18;12:00;563;802;1102;2;298.39;58.27;886.34;4.08;168.79;1.123867;0.000000;0.000000,,,,
2005-06-18;13:00;532;655;934;2;297.24;63.43;886.08;4.69;167.90;1.150113;0.000000;0.000000,,,,
2005-06-18;14:00;223;457;702;2;296.15;68.40;886.18;4.92;168.49;1.030281;0.000000;0.000000,,,,
2005-06-18;15:00;119;232;422;2;295.14;72.70;886.57;4.66;170.09;0.804968;0.000000;0.000000,,,,
2005-06-18;16:00;25;43;117;5;294.28;76.88;887.02;3.83;172.92;0.615683;0.000000;0.000000,,,,
2005-06-18;17:00;0;0;0;1;293.73;80.72;887.37;3.02;176.01;0.545216;0.000000;0.000000,,,,
2005-06-18;18:00;0;0;0;1;293.51;82.35;887.73;2.55;176.84;0.624046;0.000000;0.000000,,,,
2005-06-18;19:00;0;0;0;1;293.37;83.36;888.04;2.20;176.52;0.591507;0.000000;0.000000,,,,
2005-06-18;20:00;0;0;0;1;293.24;84.15;887.92;2.09;181.99;0.296925;0.000000;0.000000,,,,
2005-06-18;21:00;0;0;0;1;293.10;85.21;887.48;2.06;190.61;0.091688;0.000000;0.000000,,,,
2005-06-18;22:00;0;0;0;1;292.97;86.07;886.97;2.10;195.73;0.058237;0.000000;0.000000,,,,
2005-06-18;23:00;0;0;0;1;292.87;86.25;886.48;2.09;199.15;0.116780;0.000000;0.000000,,,,
2005-06-18;24:00;0;0;0;1;292.92;86.17;886.09;1.97;202.03;0.211960;0.000000;0.000000,,,,
2005-06-19;01:00;0;0;0;1;292.97;86.12;885.98;1.74;205.13;0.351934;0.000000;0.000000,,,,
2005-06-19;02:00;0;0;0;1;292.93;86.34;886.12;1.54;210.71;0.432244;0.000000;0.000000,,,,
2005-06-19;03:00;0;0;0;1;292.78;86.93;886.50;1.41;218.89;0.445642;0.000000;0.000000,,,,
2005-06-19;04:00;0;1;4;5;292.54;88.06;886.94;1.43;225.03;0.493738;0.000000;0.000000,,,,
2005-06-19;05:00;25;92;208;2;293.14;86.97;887.51;1.70;228.08;0.530171;0.000000;0.000000,,,,
2005-06-19;06:00;146;308;510;2;294.41;81.59;888.14;2.15;217.15;0.675994;0.000000;0.000000,,,,
2005-06-19;07:00;499;532;777;2;295.95;73.59;888.37;2.77;197.66;0.909014;0.000000;0.000000,,,,
2005-06-19;08:00;681;718;991;2;296.78;67.87;888.30;3.15;184.73;0.938779;0.000000;0.000000,,,,
2005-06-19;09:00;592;848;1138;2;297.18;65.10;887.92;3.27;174.58;1.159770;0.000000;0.000000,,,,
2005-06-19;10:00;545;910;1208;2;297.04;65.77;887.36;3.23;162.18;1.642292;0.000000;0.000000,,,,
2005-06-19;11:00;296;899;1196;2;296.51;68.82;886.74;3.39;151.87;2.734521;0.000000;0.000000,,,,
2005-06-19;12:00;156;817;1102;2;295.87;72.14;886.17;3.72;147.39;4.533257;0.000000;0.000000,,,,
2005-06-19;13:00;154;669;933;2;295.21;75.45;885.90;4.01;150.33;6.638058;0.000000;0.000000,,,,
2005-06-19;14:00;148;470;701;2;294.65;78.19;886.16;4.24;156.54;8.065606;0.000000;0.000000,,,,
2005-06-19;15:00;126;241;422;2;294.08;81.09;886.74;4.20;162.71;7.067614;0.000000;0.000000,,,,
2005-06-19;16:00;21;46;117;5;293.30;84.95;887.33;3.44;168.54;4.720597;0.000000;0.000000,,,,
2005-06-19;17:00;0;0;0;1;292.69;87.13;887.81;2.88;173.72;2.706877;0.000000;0.000000,,,,
2005-06-19;18:00;0;0;0;1;292.31;87.63;888.21;2.41;175.55;1.662012;0.000000;0.000000,,,,
2005-06-19;19:00;0;0;0;1;291.95;87.95;888.57;1.96;175.12;1.300397;0.000000;0.000000,,,,
2005-06-19;20:00;0;0;0;1;291.74;87.73;888.57;1.70;173.28;1.029632;0.000000;0.000000,,,,
2005-06-19;21:00;0;0;0;1;291.65;87.13;888.25;1.50;174.56;0.801742;0.000000;0.000000,,,,
2005-06-19;22:00;0;0;0;1;291.71;85.85;887.77;1.23;177.70;0.688389;0.000000;0.000000,,,,
2005-06-19;23:00;0;0;0;1;291.94;83.38;887.27;0.71;180.93;0.800856;0.000000;0.000000,,,,
2005-06-19;24:00;0;0;0;1;292.00;82.68;887.01;0.02;41.83;0.959386;0.000000;0.000000,,,,
2005-06-20;01:00;0;0;0;1;291.80;83.60;887.05;0.52;1.33;1.095003;0.000000;0.000000,,,,
2005-06-20;02:00;0;0;0;1;291.47;85.61;887.34;0.85;353.01;1.198543;0.000000;0.000000,,,,
2005-06-20;03:00;0;0;0;1;291.14;87.47;887.73;1.07;346.16;1.259728;0.000000;0.000000,,,,
2005-06-20;04:00;0;1;4;5;291.08;87.59;888.04;1.00;339.91;1.226462;0.000000;0.000000,,,,
2005-06-20;05:00;36;81;208;2;291.47;87.87;888.34;0.65;327.75;1.070999;0.000000;0.000000,,,,
2005-06-20;06:00;242;281;510;2;292.38;85.61;888.76;0.40;263.60;0.848453;0.000000;0.000000,,,,
2005-06-20;07:00;438;497;777;2;293.71;80.42;888.90;1.06;213.28;0.624486;0.000000;0.000000,,,,
2005-06-20;08:00;615;681;991;2;294.99;73.18;888.77;1.71;204.58;0.424633;0.000000;0.000000,,,,
2005-06-20;09:00;371;808;1138;2;295.85;67.54;888.31;2.11;202.98;0.353527;0.000000;0.000000,,,,
2005-06-20;10:00;417;868;1208;2;296.52;64.24;887.73;2.35;203.92;0.484759;0.000000;0.000000,,,,
2005-06-20;11:00;316;854;1196;2;296.80;63.02;887.11;2.38;201.98;0.851054;0.000000;0.000000,,,,
2005-06-20;12:00;386;769;1102;2;296.70;63.70;886.48;2.24;191.88;1.382025;0.000000;0.000000,,,,
2005-06-20;13:00;464;619;933;5;296.43;65.52;886.02;2.33;178.52;2.097975;0.000000;0.000000,,,,
2005-06-20;14:00;400;421;701;2;295.92;68.42;885.98;2.68;167.35;2.843344;0.000000;0.000000,,,,
2005-06-20;15:00;184;204;422;2;295.13;72.92;886.41;3.10;158.83;3.205895;0.000000;0.000000,,,,
2005-06-20;16:00;27;37;117;5;293.99;80.86;887.05;3.09;150.97;3.142542;0.000000;0.000000,,,,
2005-06-20;17:00;0;0;0;1;293.27;84.78;887.72;3.32;149.45;2.748655;0.000000;0.000000,,,,
2005-06-20;18:00;0;0;0;1;292.94;85.15;888.44;3.34;148.82;1.906030;0.000000;0.000000,,,,
2005-06-20;19:00;0;0;0;1;292.65;84.58;889.00;2.97;148.18;1.051564;0.000000;0.000000,,,,
2005-06-20;20:00;0;0;0;1;292.39;83.47;889.15;2.49;145.69;0.531649;0.000000;0.000000,,,,
2005-06-20;21:00;0;0;0;1;292.17;82.78;888.87;2.10;140.36;0.242478;0.000000;0.000000,,,,
2005-06-20;22:00;0;0;0;1;291.99;82.53;888.34;1.83;134.60;0.108100;0.000000;0.000000,,,,
2005-06-20;23:00;0;0;0;1;291.87;82.02;887.61;1.68;132.86;0.037651;0.000000;0.000000,,,,
2005-06-20;24:00;0;0;0;1;291.81;81.27;886.98;1.61;137.11;0.014968;0.000000;0.000000,,,,
2005-06-21;01:00;0;0;0;1;291.79;80.49;886.68;1.62;142.78;0.003778;0.000000;0.000000,,,,
2005-06-21;02:00;0;0;0;1;291.71;80.05;886.67;1.77;146.44;0.001085;0.000000;0.000000,,,,
2005-06-21;03:00;0;0;0;1;291.64;80.10;886.85;1.95;150.96;0.000228;0.000000;0.000000,,,,
2005-06-21;04:00;0;1;3;5;291.49;80.61;887.09;2.17;159.15;0.000394;0.000000;0.000000,,,,
2005-06-21;05:00;48;75;203;2;292.65;80.27;887.41;2.22;166.83;0.004466;0.000000;0.000000,,,,
2005-06-21;06:00;105;269;505;2;294.65;71.67;887.95;3.01;171.66;0.017106;0.000000;0.000000,,,,
2005-06-21;07:00;359;486;773;2;296.32;64.41;888.27;3.64;175.40;0.070318;0.000000;0.000000,,,,
2005-06-21;08:00;595;674;988;2;297.60;59.41;888.13;4.26;176.40;0.145709;0.000000;0.000000,,,,
2005-06-21;09:00;545;808;1136;2;298.29;57.01;887.68;4.68;176.27;0.163591;0.000000;0.000000,,,,
2005-06-21;10:00;472;872;1207;2;298.56;55.89;887.07;4.94;176.30;0.165945;0.000000;0.000000,,,,
2005-06-21;11:00;554;861;1196;2;298.64;55.18;886.41;5.09;176.31;0.165518;0.000000;0.000000,,,,
2005-06-21;12:00;544;779;1104;2;298.38;55.74;885.75;5.18;175.12;0.157856;0.000000;0.000000,,,,
2005-06-21;13:00;136;633;937;2;297.90;57.12;885.19;5.15;175.61;0.087309;0.000000;0.000000,,,,
2005-06-21;14:00;109;436;706;2;297.38;58.74;885.02;4.96;177.35;0.024726;0.000000;0.000000,,,,
2005-06-21;15:00;78;217;427;2;296.58;61.80;885.31;4.57;179.01;0.006712;0.000000;0.000000,,,,
2005-06-21;16:00;16;41;121;5;294.94;71.52;885.86;3.28;179.61;0.003249;0.000000;0.000000,,,,
2005-06-21;17:00;0;0;0;1;293.46;79.99;886.34;2.92;180.91;0.002740;0.000000;0.000000,,,,
2005-06-21;18:00;0;0;0;1;293.29;81.64;886.92;2.79;181.83;0.006650;0.000000;0.000000,,,,
2005-06-21;19:00;0;0;0;1;293.23;82.73;887.44;2.65;181.75;0.012189;0.000000;0.000000,,,,
2005-06-21;20:00;0;0;0;1;293.19;83.38;887.58;2.56;182.78;0.016857;0.000000;0.000000,,,,
2005-06-21;21:00;0;0;0;1;293.12;83.75;887.42;2.54;184.43;0.019835;0.000000;0.000000,,,,
2005-06-21;22:00;0;0;0;1;293.01;84.04;886.99;2.55;185.19;0.018052;0.000000;0.000000,,,,
2005-06-21;23:00;0;0;0;1;292.89;84.25;886.33;2.61;183.16;0.027065;0.000000;0.000000,,,,
2005-06-21;24:00;0;0;0;1;292.72;84.66;885.79;2.77;177.66;0.033403;0.000000;0.000000,,,,
2005-06-22;01:00;0;0;0;1;292.61;85.01;885.53;2.94;169.75;0.050775;0.000000;0.000000,,,,
2005-06-22;02:00;0;0;0;1;292.55;85.49;885.59;3.08;160.59;0.113340;0.000000;0.000000,,,,
2005-06-22;03:00;0;0;0;1;292.48;86.27;886.01;3.23;150.11;0.216481;0.000000;0.000000,,,,
2005-06-22;04:00;0;1;3;5;292.31;87.44;886.55;3.43;142.68;0.258008;0.000000;0.000000,,,,
2005-06-22;05:00;61;78;203;2;293.56;85.69;887.10;3.65;138.45;0.292020;0.000000;0.000000,,,,
2005-06-22;06:00;259;279;505;2;294.97;80.03;887.74;5.05;137.27;0.248196;0.000000;0.000000,,,,
2005-06-22;07:00;422;499;772;2;296.10;71.90;887.93;6.19;140.55;0.179072;0.000000;0.000000,,,,
2005-06-22;08:00;592;687;988;2;297.29;63.86;887.76;6.72;144.27;0.174577;0.000000;0.000000,,,,
2005-06-22;09:00;663;819;1136;2;297.99;60.22;887.27;6.90;146.59;0.194903;0.000000;0.000000,,,,
2005-06-22;10:00;800;883;1207;2;298.39;58.16;886.72;6.82;149.74;0.207547;0.000000;0.000000,,,,
2005-06-22;11:00;574;872;1196;2;298.59;56.69;886.07;6.55;154.20;0.167136;0.000000;0.000000,,,,
2005-06-22;12:00;660;790;1104;2;298.47;56.39;885.45;6.15;159.63;0.135507;0.000000;0.000000,,,,
2005-06-22;13:00;234;645;936;2;298.24;56.53;885.00;5.69;164.61;0.085534;0.000000;0.000000,,,,
2005-06-22;14:00;142;450;705;2;297.79;57.41;885.00;5.15;168.78;0.018708;0.000000;0.000000,,,,
2005-06-22;15:00;101;230;427;2;297.06;59.98;885.38;4.40;172.65;0.009458;0.000000;0.000000,,,,
2005-06-22;16:00;29;44;121;5;295.50;70.17;885.90;2.87;179.24;0.021536;0.000000;0.000000,,,,
2005-06-22;17:00;0;0;0;1;294.23;77.39;886.31;2.59;188.76;0.028011;0.000000;0.000000,,,,
2005-06-22;18:00;0;0;0;1;293.88;78.87;886.72;2.51;198.54;0.018192;0.000000;0.000000,,,,
2005-06-22;19:00;0;0;0;1;293.59;80.04;887.06;2.50;209.02;0.007329;0.000000;0.000000,,,,
2005-06-22;20:00;0;0;0;1;293.30;81.10;886.97;2.62;219.00;0.001560;0.000000;0.000000,,,,
2005-06-22;21:00;0;0;0;1;292.96;82.32;886.68;2.77;225.60;0.002886;0.000000;0.000000,,,,
2005-06-22;22:00;0;0;0;1;292.65;83.46;886.25;2.84;227.39;0.011954;0.000000;0.000000,,,,
2005-06-22;23:00;0;0;0;1;292.37;84.57;885.88;2.85;225.12;0.028780;0.000000;0.000000,,,,
2005-06-22;24:00;0;0;0;1;292.17;85.72;885.63;2.83;220.18;0.090100;0.000000;0.000000,,,,
2005-06-23;01:00;0;0;0;1;292.09;87.04;885.68;2.78;213.70;0.216749;0.000000;0.000000,,,,
2005-06-23;02:00;0;0;0;1;292.06;88.62;885.85;2.70;207.57;0.409307;0.000000;0.000000,,,,
2005-06-23;03:00;0;0;0;1;292.01;89.98;886.08;2.54;199.18;0.705464;0.000000;0.000000,,,,
2005-06-23;04:00;0;1;3;5;291.99;90.48;886.28;2.38;186.18;1.164410;0.000000;0.000000,,,,
2005-06-23;05:00;21;78;203;2;292.68;88.32;886.65;2.52;175.15;1.656809;0.000000;0.000000,,,,
2005-06-23;06:00;89;278;505;2;293.32;86.16;887.25;3.19;165.96;2.351133;0.000000;0.000000,,,,
2005-06-23;07:00;268;499;772;2;293.99;83.51;887.75;4.26;159.69;2.928033;0.000000;0.000000,,,,
2005-06-23;08:00;252;690;988;2;294.48;80.49;887.99;5.65;155.18;2.994766;0.000000;0.000000,,,,
2005-06-23;09:00;362;825;1136;2;294.86;77.16;887.93;6.87;149.88;2.750810;0.000000;0.000000,,,,
2005-06-23;10:00;553;893;1207;2;295.02;74.61;887.65;7.38;147.79;2.136300;0.000000;0.000000,,,,
2005-06-23;11:00;807;887;1196;2;295.11;72.65;887.20;7.34;148.43;1.166490;0.000000;0.000000,,,,
2005-06-23;12:00;709;811;1104;2;295.07;71.48;886.58;6.87;151.36;0.528607;0.000000;0.000000,,,,
2005-06-23;13:00;510;669;936;2;295.03;70.77;885.96;6.26;156.02;0.305878;0.000000;0.000000,,,,
2005-06-23;14:00;408;475;705;2;294.91;71.10;885.73;5.67;159.53;0.359572;0.000000;0.000000,,,,
2005-06-23;15:00;201;250;427;2;294.48;74.23;885.95;4.51;160.96;0.579317;0.000000;0.000000,,,,
2005-06-23;16:00;38;50;121;5;293.47;80.87;886.38;3.16;164.28;0.663073;0.000000;0.000000,,,,
2005-06-23;17:00;0;0;0;1;292.87;83.61;886.70;2.83;169.50;0.515272;0.000000;0.000000,,,,
2005-06-23;18:00;0;0;0;1;292.84;83.71;887.06;2.61;174.13;0.408887;0.000000;0.000000,,,,
2005-06-23;19:00;0;0;0;1;292.97;83.12;887.51;2.38;178.03;0.345365;0.000000;0.000000,,,,
2005-06-23;20:00;0;0;0;1;293.07;82.67;887.65;2.19;178.83;0.284435;0.000000;0.000000,,,,
2005-06-23;21:00;0;0;0;1;293.06;82.98;887.54;2.10;176.21;0.327591;0.000000;0.000000,,,,
2005-06-23;22:00;0;0;0;1;292.87;84.40;887.21;2.14;174.36;0.429214;0.000000;0.000000,,,,
2005-06-23;23:00;0;0;0;1;292.56;86.49;886.73;2.33;173.99;0.468059;0.000000;0.000000,,,,
2005-06-23;24:00;0;0;0;1;292.29;88.38;886.26;2.61;171.43;0.463198;0.000000;0.000000,,,,
2005-06-24;01:00;0;0;0;1;292.17;89.55;885.98;2.92;165.75;0.471278;0.000000;0.000000,,,,
2005-06-24;02:00;0;0;0;1;292.12;90.10;885.94;3.23;159.17;0.472954;0.000000;0.000000,,,,
2005-06-24;03:00;0;0;0;1;292.08;90.31;886.15;3.52;152.65;0.450495;0.000000;0.000000,,,,
2005-06-24;04:00;0;1;3;5;291.94;90.65;886.47;3.76;146.49;0.508540;0.000000;0.000000,,,,
2005-06-24;05:00;25;95;203;2;292.95;89.51;886.98;4.25;141.10;0.549965;0.000000;0.000000,,,,
2005-06-24;06:00;69;317;505;2;294.02;87.11;887.63;5.13;138.60;0.582939;0.000000;0.000000,,,,
2005-06-24;07:00;190;540;772;2;294.68;82.44;888.08;5.68;138.02;0.470026;0.000000;0.000000,,,,
2005-06-24;08:00;524;726;988;2;295.54;74.76;888.02;5.67;142.59;0.343689;0.000000;0.000000,,,,
2005-06-24;09:00;534;856;1136;2;296.69;66.54;887.67;5.57;148.46;0.310268;0.000000;0.000000,,,,
2005-06-24;10:00;605;919;1207;2;297.45;61.57;887.26;5.55;152.28;0.317916;0.000000;0.000000,,,,
2005-06-24;11:00;670;910;1196;2;297.57;59.67;886.74;5.53;155.42;0.285341;0.000000;0.000000,,,,
2005-06-24;12:00;557;829;1104;2;297.41;59.17;886.17;5.48;158.48;0.175795;0.000000;0.000000,,,,
2005-06-24;13:00;646;684;936;2;297.28;58.57;885.64;5.27;161.96;0.063943;0.000000;0.000000,,,,
2005-06-24;14:00;470;488;705;2;297.07;58.24;885.45;4.93;165.60;0.009821;0.000000;0.000000,,,,
2005-06-24;15:00;219;260;427;2;296.52;59.28;885.63;4.34;169.49;0.000820;0.000000;0.000000,,,,
2005-06-24;16:00;40;53;121;5;294.85;68.53;885.88;2.84;177.43;0.000227;0.000000;0.000000,,,,
2005-06-24;17:00;0;0;0;1;293.19;76.60;886.07;2.52;187.68;0.000138;0.000000;0.000000,,,,
2005-06-24;18:00;0;0;0;1;292.81;77.49;886.41;2.37;198.05;0.000114;0.000000;0.000000,,,,
2005-06-24;19:00;0;0;0;1;292.53;77.83;886.78;2.24;208.35;0.000097;0.000000;0.000000,,,,
2005-06-24;20:00;0;0;0;1;292.36;77.68;886.93;2.08;218.82;0.000099;0.000000;0.000000,,,,
2005-06-24;21:00;0;0;0;1;292.29;77.60;886.79;1.98;230.52;0.000092;0.000000;0.000000,,,,
2005-06-24;22:00;0;0;0;1;292.11;77.84;886.47;1.93;241.26;0.000143;0.000000;0.000000,,,,
2005-06-24;23:00;0;0;0;1;292.00;77.94;886.14;1.81;248.67;0.000503;0.000000;0.000000,,,,
2005-06-24;24:00;0;0;0;1;292.01;77.98;885.89;1.66;252.45;0.001587;0.000000;0.000000,,,,
2005-06-25;01:00;0;0;0;1;292.03;78.08;885.94;1.46;253.00;0.002812;0.000000;0.000000,,,,
2005-06-25;02:00;0;0;0;1;292.11;77.27;886.13;1.26;247.17;0.002228;0.000000;0.000000,,,,
2005-06-25;03:00;0;0;0;1;292.06;76.71;886.45;1.09;228.13;0.001484;0.000000;0.000000,,,,
2005-06-25;04:00;0;1;3;5;291.91;77.24;886.77;1.13;195.43;0.002096;0.000000;0.000000,,,,
2005-06-25;05:00;32;88;203;2;292.81;77.56;887.17;1.43;167.59;0.006855;0.000000;0.000000,,,,
2005-06-25;06:00;186;301;505;2;294.80;68.13;887.85;2.20;153.25;0.024903;0.000000;0.000000,,,,
2005-06-25;07:00;464;524;772;2;297.06;60.46;888.21;2.75;149.58;0.109219;0.000000;0.000000,,,,
2005-06-25;08:00;701;713;988;2;298.55;57.09;888.22;3.08;153.82;0.159674;0.000000;0.000000,,,,
2005-06-25;09:00;817;845;1136;2;299.38;55.35;887.86;3.46;157.79;0.277113;0.000000;0.000000,,,,
2005-06-25;10:00;813;909;1207;2;299.55;54.55;887.30;3.85;158.81;0.488923;0.000000;0.000000,,,,
2005-06-25;11:00;814;901;1196;2;299.70;53.71;886.73;4.29;156.23;0.515296;0.000000;0.000000,,,,
2005-06-25;12:00;734;821;1104;2;299.19;55.58;886.23;4.95;153.42;0.415259;0.000000;0.000000,,,,
